Name,Version,Provider,Permission/Role,Required,Read Only
Google Committed Use Discount Recommender,4.3.4,Google Cloud,recommender.usageCommitmentRecommendations.list,true,true
Google Committed Use Discount Recommender,4.3.4,Google Cloud,billing.resourceCosts.get,false,true
Google Committed Use Discount Recommender,4.3.4,Google Cloud,billing.accounts.getSpendingInformation,false,true
Google Committed Use Discount Recommender,4.3.4,Flexera,billing_center_viewer,true,true
Google Committed Use Discount Report,3.1.4,Google Cloud,resourcemanager.projects.get,true,true
Google Committed Use Discount Report,3.1.4,Google Cloud,compute.commitments.get,true,true
Google Committed Use Discount Report,3.1.4,Flexera,billing_center_viewer,true,true
Google Credential,0.1.5,Google Cloud,resourcemanager.projects.get,true,true
Google Credential,0.1.5,Flexera,billing_center_viewer,true,true
Google Expiring Committed Use Discounts (CUD),3.1.4,Google Cloud,resourcemanager.projects.get,true,true
Google Expiring Committed Use Discounts (CUD),3.1.4,Google Cloud,compute.commitments.get,true,true
Google Expiring Committed Use Discounts (CUD),3.1.4,Flexera,billing_center_viewer,true,true
Google Idle Cloud SQL Instance Recommender,4.1.7,Google Cloud,recommender.cloudsqlIdleInstanceRecommendations.list,true,true
Google Idle Cloud SQL Instance Recommender,4.1.7,Google Cloud,resourcemanager.projects.get,true,true
Google Idle Cloud SQL Instance Recommender,4.1.7,Google Cloud,cloudsql.instances.list,true,true
Google Idle Cloud SQL Instance Recommender,4.1.7,Google Cloud,cloudsql.instances.update,false,false
Google Idle Cloud SQL Instance Recommender,4.1.7,Google Cloud,cloudsql.instances.delete,false,false
Google Idle Cloud SQL Instance Recommender,4.1.7,Flexera,billing_center_viewer,true,true
Google Idle IP Address Recommender,4.3.4,Google Cloud,recommender.computeAddressIdleResourceRecommendations.list,true,true
Google Idle IP Address Recommender,4.3.4,Google Cloud,resourcemanager.projects.get,true,true
Google Idle IP Address Recommender,4.3.4,Google Cloud,compute.addresses.list,true,true
Google Idle IP Address Recommender,4.3.4,Google Cloud,compute.addresses.delete,false,false
Google Idle IP Address Recommender,4.3.4,Flexera,billing_center_viewer,true,true
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,recommender.computeDiskIdleResourceRecommendations.list,true,true
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,resourcemanager.projects.get,true,true
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,compute.disks.list,true,true
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,logging.logEntries.list,true,true
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,logging.privateLogEntries.list,true,true
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,logging.views.access,true,true
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,compute.disks.createSnapshot,false,false
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,compute.disks.delete,false,false
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,compute.globalOperations.get,false,false
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,compute.zoneOperations.get,false,false
Google Idle Persistent Disk Recommender,4.3.4,Google Cloud,compute.snapshots.create,false,false
Google Idle Persistent Disk Recommender,4.3.4,Flexera,billing_center_viewer,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,resourcemanager.projects.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,resourcemanager.projects.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,bigquery.datasets.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,bigquery.datasets.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,bigquery.tables.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,bigquery.tables.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,cloudsql.instances.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,cloudsql.instances.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.addresses.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.addresses.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.disks.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.disks.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.images.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.images.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.instances.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.instances.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.snapshots.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.snapshots.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.storagePools.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.storagePools.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.vpnGateways.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.vpnGateways.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.vpnTunnels.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,compute.vpnTunnels.list,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,storage.buckets.get,true,true
Google Label Cardinality Report,0.2.4,Google Cloud,storage.buckets.list,true,true
Google Label Cardinality Report,0.2.4,Flexera,billing_center_viewer,true,true
Google Long Stopped VM Instances,4.1.4,Google Cloud,resourcemanager.projects.get,true,true
Google Long Stopped VM Instances,4.1.4,Google Cloud,monitoring.metricDescriptors.list,true,true
Google Long Stopped VM Instances,4.1.4,Google Cloud,monitoring.timeSeries.list,true,true
Google Long Stopped VM Instances,4.1.4,Google Cloud,compute.instances.list,true,true
Google Long Stopped VM Instances,4.1.4,Google Cloud,compute.instances.get,true,true
Google Long Stopped VM Instances,4.1.4,Google Cloud,compute.instances.stop,false,false
Google Long Stopped VM Instances,4.1.4,Google Cloud,compute.instances.delete,false,false
Google Long Stopped VM Instances,4.1.4,Flexera,billing_center_viewer,true,true
Google Missing Projects,0.1.3,Google Cloud,resourcemanager.projects.get,true,true
Google Missing Projects,0.1.3,Flexera,billing_center_viewer,true,true
Google Object Storage Optimization,3.0.8,Google Cloud,resourcemanager.projects.get,true,true
Google Object Storage Optimization,3.0.8,Google Cloud,storage.buckets.list,true,true
Google Object Storage Optimization,3.0.8,Google Cloud,storage.objects.list,true,true
Google Object Storage Optimization,3.0.8,Google Cloud,storage.objects.create,false,false
Google Object Storage Optimization,3.0.8,Google Cloud,storage.objects.delete,false,false
Google Object Storage Optimization,3.0.8,Flexera,billing_center_viewer,true,true
Google Old Snapshots,5.2.4,Google Cloud,resourcemanager.projects.get,true,true
Google Old Snapshots,5.2.4,Google Cloud,billing.accounts.get,true,true
Google Old Snapshots,5.2.4,Google Cloud,compute.zones.list,true,true
Google Old Snapshots,5.2.4,Google Cloud,compute.regions.list,true,true
Google Old Snapshots,5.2.4,Google Cloud,compute.disks.list,true,true
Google Old Snapshots,5.2.4,Google Cloud,compute.snapshots.get,true,true
Google Old Snapshots,5.2.4,Google Cloud,compute.snapshots.list,true,true
Google Old Snapshots,5.2.4,Google Cloud,compute.snapshots.delete,false,false
Google Old Snapshots,5.2.4,Flexera,billing_center_viewer,true,true
Google Open Buckets,3.2.4,Google Cloud,storage.buckets.get,true,true
Google Open Buckets,3.2.4,Google Cloud,storage.buckets.list,true,true
Google Open Buckets,3.2.4,Google Cloud,storage.buckets.getIamPolicy,true,true
Google Open Buckets,3.2.4,Google Cloud,resourcemanager.projects.get,true,true
Google Open Buckets,3.2.4,Flexera,billing_center_viewer,true,true
Google Overutilized VM Instances,0.1.4,Google Cloud,resourcemanager.projects.get,true,true
Google Overutilized VM Instances,0.1.4,Google Cloud,monitoring.metricDescriptors.list,true,true
Google Overutilized VM Instances,0.1.4,Google Cloud,monitoring.timeSeries.list,true,true
Google Overutilized VM Instances,0.1.4,Google Cloud,compute.instances.list,true,true
Google Overutilized VM Instances,0.1.4,Google Cloud,compute.instances.get,true,true
Google Overutilized VM Instances,0.1.4,Google Cloud,compute.instances.start,false,false
Google Overutilized VM Instances,0.1.4,Google Cloud,compute.instances.stop,false,false
Google Overutilized VM Instances,0.1.4,Google Cloud,compute.instances.setMachineType,false,false
Google Overutilized VM Instances,0.1.4,Google Cloud,compute.machineTypes.list,true,true
Google Overutilized VM Instances,0.1.4,Flexera,billing_center_viewer,true,true
Google Recommenders,3.1.4,Google Cloud,resourcemanager.projects.get,true,true
Google Recommenders,3.1.4,Google Cloud,recommender.cloudSecurityGeneralRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.cloudsqlIdleInstanceRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.cloudsqlInstanceOutOfDiskRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.cloudsqlOverprovisionedInstanceRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.computeAddressIdleResourceRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.computeDiskIdleResourceRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.computeImageIdleResourceRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.computeInstanceGroupManagerMachineTypeRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.computeInstanceIdleResourceRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.computeInstanceMachineTypeRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.containerDiagnosisRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.iamPolicyRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.loggingProductSuggestionContainerRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.monitoringProductSuggestionComputeRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.resourcemanagerProjectUtilizationRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.runServiceSecurityRecommendations.list,false,true
Google Recommenders,3.1.4,Google Cloud,recommender.usageCommitmentRecommendations.list,false,true
Google Recommenders,3.1.4,Flexera,billing_center_viewer,true,true
Google Rightsize Cloud SQL Recommender,0.2.4,Google Cloud,recommender.cloudsqlIdleInstanceRecommendations.list,true,true
Google Rightsize Cloud SQL Recommender,0.2.4,Google Cloud,recommender.cloudsqlOverprovisionedInstanceRecommendations.list,true,true
Google Rightsize Cloud SQL Recommender,0.2.4,Google Cloud,resourcemanager.projects.get,true,true
Google Rightsize Cloud SQL Recommender,0.2.4,Google Cloud,cloudsql.instances.list,true,true
Google Rightsize Cloud SQL Recommender,0.2.4,Google Cloud,cloudsql.instances.update,false,false
Google Rightsize Cloud SQL Recommender,0.2.4,Google Cloud,cloudsql.instances.delete,false,false
Google Rightsize Cloud SQL Recommender,0.2.4,Flexera,billing_center_viewer,true,true
Google Rightsize VM Recommender,3.2.4,Google Cloud,recommender.computeInstanceMachineTypeRecommendations.list,false,true
Google Rightsize VM Recommender,3.2.4,Google Cloud,recommender.computeInstanceIdleResourceRecommendations.list,false,true
Google Rightsize VM Recommender,3.2.4,Google Cloud,resourcemanager.projects.get,true,true
Google Rightsize VM Recommender,3.2.4,Google Cloud,monitoring.metricDescriptors.list,true,true
Google Rightsize VM Recommender,3.2.4,Google Cloud,monitoring.timeSeries.list,true,true
Google Rightsize VM Recommender,3.2.4,Google Cloud,compute.instances.list,true,true
Google Rightsize VM Recommender,3.2.4,Google Cloud,compute.instances.get,true,true
Google Rightsize VM Recommender,3.2.4,Google Cloud,compute.instances.start,false,false
Google Rightsize VM Recommender,3.2.4,Google Cloud,compute.instances.stop,false,false
Google Rightsize VM Recommender,3.2.4,Google Cloud,compute.instances.setMachineType,false,false
Google Rightsize VM Recommender,3.2.4,Google Cloud,compute.instances.delete,false,false
Google Rightsize VM Recommender,3.2.4,Flexera,billing_center_viewer,true,true
Google Rule-Based Dimension From Project Labels,2.0.3,Google Cloud,resourcemanager.projects.get,true,true
Google Rule-Based Dimension From Project Labels,2.0.3,Flexera,observer,true,true
Google Rule-Based Dimension From Project Labels,2.0.3,Flexera,billing_center_viewer,true,true
Google Rule-Based Dimension From Project Labels,2.0.3,Flexera,rule_based_dimensions_manager,true,true
Google Schedule Instance,6.0.5,Google Cloud,resourcemanager.projects.get,true,true
Google Schedule Instance,6.0.5,Google Cloud,compute.zones.list,true,true
Google Schedule Instance,6.0.5,Google Cloud,compute.instances.list,true,true
Google Schedule Instance,6.0.5,Google Cloud,compute.instances.get,true,true
Google Schedule Instance,6.0.5,Google Cloud,compute.instances.start,true,false
Google Schedule Instance,6.0.5,Google Cloud,compute.instances.stop,true,false
Google Schedule Instance,6.0.5,Google Cloud,compute.instances.delete,true,false
Google Schedule Instance,6.0.5,Google Cloud,compute.instances.setLabels,true,false
Google Schedule Instance,6.0.5,Flexera,billing_center_viewer,true,true
Google Unlabeled Resources,3.2.4,Google Cloud,resourcemanager.projects.get,true,true
Google Unlabeled Resources,3.2.4,Google Cloud,resourcemanager.projects.update,false,false
Google Unlabeled Resources,3.2.4,Google Cloud,compute.disks.list,true,true
Google Unlabeled Resources,3.2.4,Google Cloud,compute.disks.setLabels,false,false
Google Unlabeled Resources,3.2.4,Google Cloud,compute.externalVpnGateways.list,true,true
Google Unlabeled Resources,3.2.4,Google Cloud,compute.externalVpnGateways.setLabels,false,false
Google Unlabeled Resources,3.2.4,Google Cloud,compute.images.list,true,true
Google Unlabeled Resources,3.2.4,Google Cloud,compute.images.setLabels,false,false
Google Unlabeled Resources,3.2.4,Google Cloud,compute.instances.list,true,true
Google Unlabeled Resources,3.2.4,Google Cloud,compute.instances.setLabels,false,false
Google Unlabeled Resources,3.2.4,Google Cloud,compute.snapshots.list,true,true
Google Unlabeled Resources,3.2.4,Google Cloud,compute.snapshots.setLabels,false,false
Google Unlabeled Resources,3.2.4,Google Cloud,compute.vpnGateways.list,true,true
Google Unlabeled Resources,3.2.4,Google Cloud,compute.vpnGateways.setLabels,false,false
Google Unlabeled Resources,3.2.4,Google Cloud,storage.buckets.list,true,true
Google Unlabeled Resources,3.2.4,Google Cloud,storage.buckets.update,false,false
Google Unlabeled Resources,3.2.4,Flexera,billing_center_viewer,true,true
Hidden Policy Templates,0.1.4,Flexera,policy_designer,true,true
Hidden Policy Templates,0.1.4,Flexera,policy_manager,true,true
ITAM Asset Report,0.1.3,Flexera,di_viewer,true,true
ITAM Asset Report,0.1.3,Flexera,policy_viewer,true,true
ITAM Expiring Licenses,2.4.5,Flexera,fnms_user,true,true
ITAM Ignored Recent Inventory Dates,2.4.4,Flexera,fnms_user,true,true
ITAM Installed Application Report,0.1.3,Flexera,di_viewer,true,true
ITAM Installed Application Report,0.1.3,Flexera,policy_viewer,true,true
ITAM License Report,0.1.3,Flexera,di_viewer,true,true
ITAM License Report,0.1.3,Flexera,policy_viewer,true,true
ITAM Missing Active Machines,2.4.4,Flexera,fnms_user,true,true
ITAM Overused Licenses,2.4.5,Flexera,fnms_user,true,true
Kubecost Cluster Rightsizing Recommendation,0.4.3,Flexera,billing_center_viewer,true,true
Kubecost Container Request Rightsizing Recommendations,0.4.5,Flexera,billing_center_viewer,true,true
Kubernetes - Rightsizing Recommendations,0.2.1,Flexera,policy_viewer,true,true
Low Usage Report,3.1.4,Flexera,billing_center_viewer,true,true
Master Org Cost Policy,2.0.4,Flexera,billing_center_viewer,true,true
Master Org Cost Policy with Currency Conversion,2.0.4,Flexera,billing_center_viewer,true,true
New Usage,3.0.6,Flexera,billing_center_viewer,true,true
Office 365 Security Alerts,3.0.4,Microsoft Graph,SecurityEvents.Read.All,true,true
Office 365 Security Alerts,3.0.4,Flexera,billing_center_viewer,true,true
Okta Inactive Users,3.0.4,Flexera,billing_center_viewer,true,true
Okta Inactive Users,3.0.4,Okta,READ_ONLY_ADMIN,true,true
Orgs and Clouds Vendor Accounts,2.0.4,Flexera,enterprise_manager,true,true
Percentage Cost Common Bill Ingestion,0.1.1,Flexera,billing_center_viewer,true,true
Percentage Cost Common Bill Ingestion,0.1.1,Flexera,csm_bill_upload_admin,true,true
Policy Template Synchronization,3.0.4,Flexera,policy_designer,true,true
Policy Template Synchronization,3.0.4,Flexera,policy_manager,true,true
Rule-Based Dimension From Custom Tags,0.1.3,Flexera,observer,true,true
Rule-Based Dimension From Custom Tags,0.1.3,Flexera,billing_center_viewer,true,true
Rule-Based Dimension From Custom Tags,0.1.3,Flexera,rule_based_dimensions_manager,true,true
SaaS Manager - Deactivated Users,3.1.5,Flexera,SaaS Manager: Viewer,true,true
SaaS Manager - Deactivated Users for Integrated Applications,3.1.5,Flexera,SaaS Manager: Viewer,true,true
SaaS Manager - Duplicate User Accounts,3.1.5,Flexera,SaaS Manager: Viewer,true,true
SaaS Manager - Redundant Apps,3.1.5,Flexera,SaaS Manager: Viewer,true,true
SaaS Manager - Renewal Reminder,3.2.5,Flexera,SaaS Manager: Viewer,true,true
SaaS Manager - SaaS App User Report by Category,3.0.4,Flexera,SaaS Manager: Viewer,true,true
SaaS Manager - Suspicious Users,3.1.5,Flexera,SaaS Manager: Viewer,true,true
SaaS Manager - Unsanctioned Applications with Existing Contract,3.2.5,Flexera,SaaS Manager: Viewer,true,true
SaaS Manager - Unsanctioned Spend,3.1.5,Flexera,SaaS Manager: Viewer,true,true
Schedule ITAM Report,0.2.3,Flexera,fnms_user,true,true
Scheduled Report,4.0.4,Flexera,billing_center_viewer,true,true
Scheduled Report for Unallocated Costs,0.3.3,Flexera,billing_center_viewer,true,true
Scheduled Report with Markups and Markdowns,2.0.2,Flexera,billing_center_viewer,true,true
ServiceNow Inactive Approvers,3.0.4,Flexera,billing_center_viewer,true,true
ServiceNow Inactive Approvers,3.0.4,ServiceNow,user_admin,true,true
Spot Ocean - Common Bill Ingest,0.2.1,Flexera,billing_center_viewer,true,true
Spot Ocean - Common Bill Ingest,0.2.1,Flexera,csm_bill_upload_admin,true,true
Spot Security - Compliance Report,0.1.3,Flexera,policy_viewer,true,true
Vendor Spend Commitment Forecast,4.0.5,Flexera,billing_center_viewer,true,true
