Name,Version,Provider,Permission/Role,Required,Read Only
AWS S3 Buckets Without Public Access Blocked,3.0.6,AWS,s3:GetBucketPublicAccessBlock,true,true
AWS S3 Buckets Without Public Access Blocked,3.0.6,Flexera,billing_center_viewer,true,true
AWS S3 Buckets Without Server Access Logging,3.0.6,AWS,sts:GetCallerIdentity,true,true
AWS S3 Buckets Without Server Access Logging,3.0.6,AWS,s3:ListAllMyBuckets,true,true
AWS S3 Buckets Without Server Access Logging,3.0.6,AWS,s3:GetBucketLocation,true,true
AWS S3 Buckets Without Server Access Logging,3.0.6,AWS,s3:GetBucketTagging,true,true
AWS S3 Buckets Without Server Access Logging,3.0.6,AWS,s3:GetBucketLogging,true,true
AWS S3 Buckets Without Server Access Logging,3.0.6,AWS,s3:PutBucketLogging,false,false
AWS S3 Buckets Without Server Access Logging,3.0.6,Flexera,billing_center_viewer,true,true
AWS S3 Incomplete Multi-Part Uploads,0.1.4,AWS,sts:GetCallerIdentity,true,true
AWS S3 Incomplete Multi-Part Uploads,0.1.4,AWS,s3:ListAllMyBuckets,true,true
AWS S3 Incomplete Multi-Part Uploads,0.1.4,AWS,s3:GetBucketLocation,true,true
AWS S3 Incomplete Multi-Part Uploads,0.1.4,AWS,s3:GetBucketTagging,true,true
AWS S3 Incomplete Multi-Part Uploads,0.1.4,AWS,s3:ListBucketMultipartUploads,true,true
AWS S3 Incomplete Multi-Part Uploads,0.1.4,AWS,s3:ListMultipartUploadParts,true,true
AWS S3 Incomplete Multi-Part Uploads,0.1.4,AWS,s3:AbortMultipartUpload,false,false
AWS S3 Incomplete Multi-Part Uploads,0.1.4,Flexera,billing_center_viewer,true,true
AWS S3 Usage Type Rule-Based Dimension,0.1.4,Flexera,observer,true,true
AWS S3 Usage Type Rule-Based Dimension,0.1.4,Flexera,billing_center_viewer,true,true
AWS S3 Usage Type Rule-Based Dimension,0.1.4,Flexera,rule_based_dimensions_manager,true,true
AWS Savings Plan Recommendations,3.3.7,AWS,ce:GetSavingsPlansPurchaseRecommendation,true,true
AWS Savings Plan Recommendations,3.3.7,Flexera,billing_center_viewer,true,true
AWS Savings Plan Utilization,4.0.5,AWS,ce:GetSavingsPlansUtilization,true,true
AWS Savings Plan Utilization,4.0.5,AWS,savingsplans:DescribeSavingsPlans,true,true
AWS Savings Plan Utilization,4.0.5,Flexera,billing_center_viewer,true,true
AWS Savings Realized From Rate Reduction Purchases,4.0.4,Flexera,billing_center_viewer,true,true
AWS Schedule Instance,8.0.5,AWS,ec2:DescribeInstances,true,true
AWS Schedule Instance,8.0.5,AWS,ec2:StartInstances,true,false
AWS Schedule Instance,8.0.5,AWS,ec2:StopInstances,true,false
AWS Schedule Instance,8.0.5,AWS,ec2:DeleteTags,true,false
AWS Schedule Instance,8.0.5,AWS,ec2:DescribeRegions,true,true
AWS Schedule Instance,8.0.5,AWS,kms:CreateGrant,true,false
AWS Schedule Instance,8.0.5,AWS,kms:Decrypt,true,false
AWS Schedule Instance,8.0.5,AWS,ec2:CreateTags,true,false
AWS Schedule Instance,8.0.5,AWS,ec2:TerminateInstances,true,false
AWS Schedule Instance,8.0.5,Flexera,billing_center_viewer,true,true
AWS Scheduled EC2 Events,4.0.6,AWS,ec2:DescribeInstances,true,true
AWS Scheduled EC2 Events,4.0.6,AWS,ec2:DescribeInstanceStatus,true,true
AWS Scheduled EC2 Events,4.0.6,AWS,ec2:DescribeRegions,true,true
AWS Scheduled EC2 Events,4.0.6,AWS,sts:GetCallerIdentity,true,true
AWS Scheduled EC2 Events,4.0.6,Flexera,billing_center_viewer,true,true
AWS Superseded EBS Volumes,6.3.10,AWS,sts:GetCallerIdentity,true,true
AWS Superseded EBS Volumes,6.3.10,AWS,ec2:DescribeRegions,true,true
AWS Superseded EBS Volumes,6.3.10,AWS,ec2:DescribeVolumes,true,true
AWS Superseded EBS Volumes,6.3.10,AWS,ec2:ModifyVolume,false,false
AWS Superseded EBS Volumes,6.3.10,AWS,pricing:GetProducts,true,true
AWS Superseded EBS Volumes,6.3.10,Flexera,billing_center_viewer,true,true
AWS Superseded EC2 Instances,3.0.1,AWS,ec2:DescribeRegions,true,true
AWS Superseded EC2 Instances,3.0.1,AWS,ec2:DescribeInstances,true,true
AWS Superseded EC2 Instances,3.0.1,AWS,ec2:DescribeInstanceStatus,false,false
AWS Superseded EC2 Instances,3.0.1,AWS,ec2:DescribeTags,true,true
AWS Superseded EC2 Instances,3.0.1,AWS,ec2:ModifyInstanceAttribute,false,false
AWS Superseded EC2 Instances,3.0.1,AWS,ec2:StartInstances,false,false
AWS Superseded EC2 Instances,3.0.1,AWS,ec2:StopInstances,false,false
AWS Superseded EC2 Instances,3.0.1,AWS,sts:GetCallerIdentity,true,true
AWS Superseded EC2 Instances,3.0.1,Flexera,billing_center_viewer,true,true
AWS Tag Cardinality Report,3.1.7,AWS,tag:GetResources,true,true
AWS Tag Cardinality Report,3.1.7,AWS,ec2:DescribeRegions,true,true
AWS Tag Cardinality Report,3.1.7,AWS,organizations:ListAccounts,true,true
AWS Tag Cardinality Report,3.1.7,AWS,organizations:ListTagsForResource,true,true
AWS Tag Cardinality Report,3.1.7,Flexera,billing_center_viewer,true,true
AWS Unencrypted EBS Volumes,5.0.6,AWS,sts:GetCallerIdentity,true,true
AWS Unencrypted EBS Volumes,5.0.6,AWS,ec2:DescribeRegions,true,true
AWS Unencrypted EBS Volumes,5.0.6,AWS,ec2:DescribeVolumes,true,true
AWS Unencrypted EBS Volumes,5.0.6,Flexera,billing_center_viewer,true,true
AWS Unencrypted RDS Instances,4.1.4,AWS,sts:GetCallerIdentity,true,true
AWS Unencrypted RDS Instances,4.1.4,AWS,ec2:DescribeRegions,true,true
AWS Unencrypted RDS Instances,4.1.4,AWS,rds:DescribeDBInstances,true,true
AWS Unencrypted RDS Instances,4.1.4,AWS,rds:ListTagsForResource,true,true
AWS Unencrypted RDS Instances,4.1.4,AWS,rds:DeleteDBInstance,false,false
AWS Unencrypted RDS Instances,4.1.4,Flexera,billing_center_viewer,true,true
AWS Untagged Resources,5.4.4,AWS,sts:GetCallerIdentity,true,true
AWS Untagged Resources,5.4.4,AWS,ec2:DescribeRegions,true,true
AWS Untagged Resources,5.4.4,AWS,tag:GetResources,true,true
AWS Untagged Resources,5.4.4,AWS,tag:TagResources,false,false
AWS Untagged Resources,5.4.4,AWS,organizations:TagResource,false,false
AWS Untagged Resources,5.4.4,Flexera,billing_center_viewer,true,true
AWS Unused Application Load Balancers,0.2.7,AWS,sts:GetCallerIdentity,true,true
AWS Unused Application Load Balancers,0.2.7,AWS,ec2:DescribeRegions,true,true
AWS Unused Application Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeLoadBalancers,true,true
AWS Unused Application Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeListeners,true,true
AWS Unused Application Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeTags,true,true
AWS Unused Application Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeTargetGroups,true,true
AWS Unused Application Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeTargetHealth,true,true
AWS Unused Application Load Balancers,0.2.7,AWS,elasticloadbalancing:DeleteLoadBalancer,false,false
AWS Unused Application Load Balancers,0.2.7,Flexera,billing_center_viewer,true,true
AWS Unused Classic Load Balancers,6.4.7,AWS,sts:GetCallerIdentity,true,true
AWS Unused Classic Load Balancers,6.4.7,AWS,ec2:DescribeRegions,true,true
AWS Unused Classic Load Balancers,6.4.7,AWS,elasticloadbalancing:DescribeLoadBalancers,true,true
AWS Unused Classic Load Balancers,6.4.7,AWS,elasticloadbalancing:DescribeInstanceHealth,true,true
AWS Unused Classic Load Balancers,6.4.7,AWS,elasticloadbalancing:DescribeTags,true,true
AWS Unused Classic Load Balancers,6.4.7,AWS,elasticloadbalancing:DeleteLoadBalancer,false,false
AWS Unused Classic Load Balancers,6.4.7,Flexera,billing_center_viewer,true,true
AWS Unused ECS Clusters,4.0.6,AWS,sts:GetCallerIdentity,true,true
AWS Unused ECS Clusters,4.0.6,AWS,ec2:DescribeRegions,true,true
AWS Unused ECS Clusters,4.0.6,AWS,ecs:ListClusters,true,true
AWS Unused ECS Clusters,4.0.6,AWS,ecs:DescribeClusters,true,true
AWS Unused ECS Clusters,4.0.6,AWS,ecs:DeleteCluster,false,false
AWS Unused ECS Clusters,4.0.6,Flexera,billing_center_viewer,true,true
AWS Unused IAM Credentials,3.0.6,AWS,sts:GetCallerIdentity,true,true
AWS Unused IAM Credentials,3.0.6,AWS,iam:GenerateCredentialReport,true,true
AWS Unused IAM Credentials,3.0.6,AWS,iam:GetCredentialReport,true,true
AWS Unused IAM Credentials,3.0.6,Flexera,billing_center_viewer,true,true
AWS Unused IP Addresses,9.2.8,AWS,ec2:DescribeRegions,true,true
AWS Unused IP Addresses,9.2.8,AWS,ec2:DescribeAddresses,true,true
AWS Unused IP Addresses,9.2.8,AWS,ec2:ReleaseAddress,false,false
AWS Unused IP Addresses,9.2.8,AWS,sts:GetCallerIdentity,true,true
AWS Unused IP Addresses,9.2.8,AWS,cloudtrail:LookupEvents,true,true
AWS Unused IP Addresses,9.2.8,Flexera,billing_center_viewer,true,true
AWS Unused Network Load Balancers,0.2.7,AWS,sts:GetCallerIdentity,true,true
AWS Unused Network Load Balancers,0.2.7,AWS,ec2:DescribeRegions,true,true
AWS Unused Network Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeLoadBalancers,true,true
AWS Unused Network Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeListeners,true,true
AWS Unused Network Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeTags,true,true
AWS Unused Network Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeTargetGroups,true,true
AWS Unused Network Load Balancers,0.2.7,AWS,elasticloadbalancing:DescribeTargetHealth,true,true
AWS Unused Network Load Balancers,0.2.7,AWS,elasticloadbalancing:DeleteLoadBalancer,false,false
AWS Unused Network Load Balancers,0.2.7,Flexera,billing_center_viewer,true,true
AWS Unused Volumes,8.3.8,AWS,ec2:DescribeRegions,true,true
AWS Unused Volumes,8.3.8,AWS,ec2:DescribeVolumes,true,true
AWS Unused Volumes,8.3.8,AWS,ec2:DescribeSnapshots,true,true
AWS Unused Volumes,8.3.8,AWS,cloudwatch:GetMetricStatistics,true,true
AWS Unused Volumes,8.3.8,AWS,cloudwatch:GetMetricData,true,true
AWS Unused Volumes,8.3.8,AWS,ec2:CreateTags,false,false
AWS Unused Volumes,8.3.8,AWS,ec2:CreateSnapshot,false,false
AWS Unused Volumes,8.3.8,AWS,ec2:DetachVolume,false,false
AWS Unused Volumes,8.3.8,AWS,ec2:DeleteVolume,false,false
AWS Unused Volumes,8.3.8,Flexera,billing_center_viewer,true,true
AWS Usage Forecast - Instance Time Used,1.1.3,Flexera,billing_center_viewer,true,true
AWS Usage Forecast - Number of Instance Hours Used,3.3.8,Flexera,billing_center_viewer,true,true
AWS Usage Forecast - Number of Instance vCPUs Used,3.3.8,Flexera,billing_center_viewer,true,true
AWS Usage Report - Instance Time Used,1.1.3,Flexera,billing_center_viewer,true,true
AWS Usage Report - Number of Instance Hours Used,4.1.7,Flexera,billing_center_viewer,true,true
AWS Usage Report - Number of Instance vCPUs Used,4.1.7,Flexera,billing_center_viewer,true,true
AWS VPCs Without FlowLogs Enabled,4.0.6,AWS,sts:GetCallerIdentity,true,true
AWS VPCs Without FlowLogs Enabled,4.0.6,AWS,ec2:DescribeRegions,true,true
AWS VPCs Without FlowLogs Enabled,4.0.6,AWS,ec2:DescribeVpcs,true,true
AWS VPCs Without FlowLogs Enabled,4.0.6,AWS,ec2:DescribeFlowLogs,true,true
AWS VPCs Without FlowLogs Enabled,4.0.6,Flexera,billing_center_viewer,true,true
Applied Policy Template Errors,4.0.5,Flexera,policy_viewer,true,true
Automation Reports,0.1.3,Flexera,policy_viewer,true,true
Automation Reports,0.1.3,Flexera,policy_manager,false,false
Azure AHUB Utilization with Manual Entry,4.0.6,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure AHUB Utilization with Manual Entry,4.0.6,Azure Resource Manager,Microsoft.Compute/virtualMachines/vmSizes/read,true,true
Azure AHUB Utilization with Manual Entry,4.0.6,Flexera,billing_center_viewer,true,true
Azure Advisor Carbon Reduction Recommendations,0.1.5,Azure Resource Manager,Microsoft.Advisor/recommendations/read,true,true
Azure Advisor Carbon Reduction Recommendations,0.1.5,Flexera,billing_center_viewer,true,true
Azure Advisor Compute Instances Recommendations,0.1.5,Azure Resource Manager,Microsoft.Advisor/recommendations/read,true,true
Azure Advisor Compute Instances Recommendations,0.1.5,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Advisor Compute Instances Recommendations,0.1.5,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Advisor Compute Instances Recommendations,0.1.5,Flexera,billing_center_viewer,true,true
Azure Blob Storage Accounts Without Logging Enabled,3.0.5,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Blob Storage Accounts Without Logging Enabled,3.0.5,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/list,true,true
Azure Blob Storage Accounts Without Logging Enabled,3.0.5,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/properties/read,true,true
Azure Blob Storage Accounts Without Logging Enabled,3.0.5,Flexera,billing_center_viewer,true,true
Azure Blob Storage Accounts Without Soft Delete Enabled,3.0.5,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Blob Storage Accounts Without Soft Delete Enabled,3.0.5,Flexera,billing_center_viewer,true,true
Azure Blob Storage Optimization,4.0.8,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Blob Storage Optimization,4.0.8,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/list,true,true
Azure Blob Storage Optimization,4.0.8,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read,true,true
Azure Blob Storage Optimization,4.0.8,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/blobs/write,false,false
Azure Blob Storage Optimization,4.0.8,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete,false,false
Azure Blob Storage Optimization,4.0.8,Flexera,billing_center_viewer,true,true
Azure Bring-Your-Own-License (BYOL) Report,0.3.6,Flexera,billing_center_viewer,true,true
Azure Cheaper Regions,1.0.4,Flexera,billing_center_viewer,true,true
Azure China Common Bill Ingestion,2.0.5,Azure China Enterprise Agreement,Enterprise Agreement,true,true
Azure China Common Bill Ingestion,2.0.5,Flexera,billing_center_viewer,true,true
Azure Compute Instances Time Powered Off Report,0.2.5,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Compute Instances Time Powered Off Report,0.2.5,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Compute Instances Time Powered Off Report,0.2.5,Azure Resource Manager,Microsoft.Compute/virtualMachines/powerOff/action,false,false
Azure Compute Instances Time Powered Off Report,0.2.5,Azure Resource Manager,Microsoft.Compute/virtualMachines/delete,false,false
Azure Compute Instances Time Powered Off Report,0.2.5,Flexera,billing_center_viewer,true,true
Azure Credential,0.1.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Credential,0.1.5,Flexera,billing_center_viewer,true,true
Azure Data Lake Optimization,0.1.4,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Data Lake Optimization,0.1.4,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/list,true,true
Azure Data Lake Optimization,0.1.4,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/blobs/read,true,true
Azure Data Lake Optimization,0.1.4,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/blobs/write,false,false
Azure Data Lake Optimization,0.1.4,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/blobs/delete,false,false
Azure Data Lake Optimization,0.1.4,Flexera,billing_center_viewer,true,true
Azure Databricks Rightsize Compute Instances,0.5.0,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Databricks Rightsize Compute Instances,0.5.0,Azure Resource Manager,Microsoft.Compute/skus/read,true,true
Azure Databricks Rightsize Compute Instances,0.5.0,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Databricks Rightsize Compute Instances,0.5.0,Flexera,billing_center_viewer,true,true
Azure Disallowed Regions,4.1.6,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Disallowed Regions,4.1.6,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Disallowed Regions,4.1.6,Flexera,billing_center_viewer,true,true
Azure Expiring Certificates,4.0.6,Azure Resource Manager,Microsoft.Web/certificates/read,true,true
Azure Expiring Certificates,4.0.6,Azure Resource Manager,Microsoft.Web/certificates/delete,false,false
Azure Expiring Certificates,4.0.6,Flexera,billing_center_viewer,true,true
Azure Expiring Reserved Instances,3.0.4,Flexera,billing_center_viewer,true,true
Azure Expiring Savings Plans,0.1.5,Azure Resource Manager,Microsoft.Billing/billingAccounts/read,true,true
Azure Expiring Savings Plans,0.1.5,Flexera,billing_center_viewer,true,true
Azure Guest Users,3.0.5,Microsoft Graph,User.Read.All,true,true
Azure Guest Users,3.0.5,Microsoft Graph,Directory.Read.All,true,true
Azure Guest Users,3.0.5,Flexera,billing_center_viewer,true,true
Azure Hybrid Use Benefit for Linux Server,5.1.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Hybrid Use Benefit for Linux Server,5.1.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Hybrid Use Benefit for Linux Server,5.1.7,Flexera,billing_center_viewer,true,true
Azure Hybrid Use Benefit for SQL,4.3.4,Azure Resource Manager,Microsoft.SqlVirtualMachine/sqlVirtualMachines/read,true,true
Azure Hybrid Use Benefit for SQL,4.3.4,Azure Resource Manager,Microsoft.SqlVirtualMachine/sqlVirtualMachines/write,false,false
Azure Hybrid Use Benefit for SQL,4.3.4,Azure Resource Manager,Microsoft.Sql/servers/read,true,true
Azure Hybrid Use Benefit for SQL,4.3.4,Azure Resource Manager,Microsoft.Sql/servers/write,false,false
Azure Hybrid Use Benefit for SQL,4.3.4,Azure Resource Manager,Microsoft.Sql/managedInstances/read,true,true
Azure Hybrid Use Benefit for SQL,4.3.4,Azure Resource Manager,Microsoft.Sql/managedInstances/write,false,false
Azure Hybrid Use Benefit for SQL,4.3.4,Flexera,billing_center_viewer,true,true
Azure Hybrid Use Benefit for Windows Server,5.2.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Hybrid Use Benefit for Windows Server,5.2.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Hybrid Use Benefit for Windows Server,5.2.7,Flexera,billing_center_viewer,true,true
Azure Idle Compute Instances,5.5.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Idle Compute Instances,5.5.7,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Idle Compute Instances,5.5.7,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Idle Compute Instances,5.5.7,Flexera,billing_center_viewer,true,true
Azure Instances not running FlexNet Inventory Agent,4.2.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Long Running Instances,6.1.6,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Long Running Instances,6.1.6,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Long Running Instances,6.1.6,Flexera,billing_center_viewer,true,true
Azure Long Stopped Compute Instances,6.0.4,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Long Stopped Compute Instances,6.0.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Long Stopped Compute Instances,6.0.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/instanceView/read,true,true
Azure Long Stopped Compute Instances,6.0.4,Azure Resource Manager,Microsoft.Compute/disks/read,true,true
Azure Long Stopped Compute Instances,6.0.4,Azure Resource Manager,Microsoft.Insights/eventtypes/management/read,true,true
Azure Long Stopped Compute Instances,6.0.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/delete,false,false
Azure Long Stopped Compute Instances,6.0.4,Flexera,billing_center_viewer,true,true
Azure Missing Subscriptions,0.1.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Missing Subscriptions,0.1.5,Flexera,billing_center_viewer,true,true
Azure MySQL Flexible Servers Without Secure TLS,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure MySQL Flexible Servers Without Secure TLS,3.0.5,Azure Resource Manager,Microsoft.DBforMySQL/flexibleServers/read,true,true
Azure MySQL Flexible Servers Without Secure TLS,3.0.5,Azure Resource Manager,Microsoft.DBforMySQL/flexibleServers/configurations/read,true,true
Azure MySQL Flexible Servers Without Secure TLS,3.0.5,Flexera,billing_center_viewer,true,true
Azure MySQL Servers Without Enforced SSL,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure MySQL Servers Without Enforced SSL,3.0.5,Azure Resource Manager,Microsoft.DBforMySQL/servers/read,true,true
Azure MySQL Servers Without Enforced SSL,3.0.5,Flexera,billing_center_viewer,true,true
Azure Network Security Groups With Inbound RDP Open,3.0.5,Azure Resource Manager,Microsoft.Network/networkSecurityGroups/read,true,true
Azure Network Security Groups With Inbound RDP Open,3.0.5,Flexera,billing_center_viewer,true,true
Azure Network Security Groups With Inbound SSH Open,3.0.5,Azure Resource Manager,Microsoft.Network/networkSecurityGroups/read,true,true
Azure Network Security Groups With Inbound SSH Open,3.0.5,Flexera,billing_center_viewer,true,true
Azure New Marketplace Products,0.5.3,Flexera,billing_center_viewer,true,true
Azure Old Snapshots,7.2.6,Azure Resource Manager,Microsoft.Compute/snapshots/read,true,true
Azure Old Snapshots,7.2.6,Azure Resource Manager,Microsoft.Compute/snapshots/delete,false,false
Azure Old Snapshots,7.2.6,Flexera,billing_center_viewer,true,true
Azure Overutilized Compute Instances,0.1.4,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Overutilized Compute Instances,0.1.4,Azure Resource Manager,Microsoft.Compute/skus/read,true,true
Azure Overutilized Compute Instances,0.1.4,Azure Resource Manager,Microsoft.Compute/locations/vmSizes/read,true,true
Azure Overutilized Compute Instances,0.1.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Overutilized Compute Instances,0.1.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Overutilized Compute Instances,0.1.4,Flexera,billing_center_viewer,true,true
Azure Policy Audit,3.0.6,Azure Resource Manager,Microsoft.Authorization/policyAssignments/read,true,true
Azure Policy Audit,3.0.6,Azure Resource Manager,Microsoft.Authorization/policyDefinitions/read,true,true
Azure Policy Audit,3.0.6,Flexera,billing_center_viewer,true,true
Azure PostgreSQL Servers With Bad Log Settings,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure PostgreSQL Servers With Bad Log Settings,3.0.5,Azure Resource Manager,Microsoft.DBForPostgreSql/servers/read,true,true
Azure PostgreSQL Servers With Bad Log Settings,3.0.5,Flexera,billing_center_viewer,true,true
Azure PostgreSQL Servers With Insufficient Log Retention,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure PostgreSQL Servers With Insufficient Log Retention,3.0.5,Azure Resource Manager,Microsoft.DBForPostgreSql/servers/read,true,true
Azure PostgreSQL Servers With Insufficient Log Retention,3.0.5,Flexera,billing_center_viewer,true,true
Azure PostgreSQL Servers Without Connection Throttling,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure PostgreSQL Servers Without Connection Throttling,3.0.5,Azure Resource Manager,Microsoft.DBForPostgreSql/servers/read,true,true
Azure PostgreSQL Servers Without Connection Throttling,3.0.5,Flexera,billing_center_viewer,true,true
Azure PostgreSQL Servers Without Infrastructure Encryption,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure PostgreSQL Servers Without Infrastructure Encryption,3.0.5,Azure Resource Manager,Microsoft.DBForPostgreSql/servers/read,true,true
Azure PostgreSQL Servers Without Infrastructure Encryption,3.0.5,Flexera,billing_center_viewer,true,true
Azure Publicly-Accessible Blob Containers,3.0.6,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Publicly-Accessible Blob Containers,3.0.6,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/list,true,true
Azure Publicly-Accessible Blob Containers,3.0.6,Azure Storage,Microsoft.Storage/storageAccounts/blobServices/containers/properties/read,true,true
Azure Publicly-Accessible Blob Containers,3.0.6,Flexera,billing_center_viewer,true,true
Azure Publicly-Accessible SQL Managed Instances,3.0.5,Azure Resource Manager,Microsoft.Resources/subscriptions/read,true,true
Azure Publicly-Accessible SQL Managed Instances,3.0.5,Azure Resource Manager,Microsoft.Sql/managedInstances/read,true,true
Azure Publicly-Accessible SQL Managed Instances,3.0.5,Azure Resource Manager,Microsoft.Sql/managedInstances/update,false,false
Azure Publicly-Accessible SQL Managed Instances,3.0.5,Azure Resource Manager,Microsoft.Sql/managedInstances/delete,false,false
Azure Publicly-Accessible SQL Managed Instances,3.0.5,Flexera,billing_center_viewer,true,true
Azure Queue Storage Accounts Without Logging Enabled,3.0.5,Azure Resource Manager,Microsoft.Storage/storageAccounts/read,true,true
Azure Queue Storage Accounts Without Logging Enabled,3.0.5,Azure Storage,Storage Queue Data Reader,true,true
Azure Queue Storage Accounts Without Logging Enabled,3.0.5,Flexera,billing_center_viewer,true,true
Azure Regulatory Compliance,3.0.5,Azure Resource Manager,Microsoft.Security/regulatoryComplianceStandards/read,true,true
Azure Regulatory Compliance,3.0.5,Flexera,billing_center_viewer,true,true
Azure Reserved Instances Recommendations,4.2.4,Azure Resource Manager,Microsoft.Billing/billingAccounts/read,false,true
Azure Reserved Instances Recommendations,4.2.4,Azure Resource Manager,Microsoft.Consumption/reservationRecommendations/read,true,true
Azure Reserved Instances Recommendations,4.2.4,Flexera,billing_center_viewer,true,true
Azure Reserved Instances Utilization,3.1.5,Azure Resource Manager,Microsoft.Billing/billingAccounts/read,true,true
Azure Reserved Instances Utilization,3.1.5,Azure Resource Manager,Microsoft.Consumption/reservationTransactions/read,true,true
Azure Reserved Instances Utilization,3.1.5,Azure Resource Manager,Microsoft.Consumption/reservationSummaries/read,true,true
Azure Reserved Instances Utilization MCA,1.0.4,Azure Resource Manager,Microsoft.Capacity/reservations/read,true,true
Azure Rightsize Compute Instances,6.2.4,Azure Resource Manager,Microsoft.Insights/metrics/read,true,true
Azure Rightsize Compute Instances,6.2.4,Azure Resource Manager,Microsoft.Compute/skus/read,true,true
Azure Rightsize Compute Instances,6.2.4,Azure Resource Manager,Microsoft.Compute/locations/vmSizes/read,true,true
Azure Rightsize Compute Instances,6.2.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/read,true,true
Azure Rightsize Compute Instances,6.2.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/write,false,false
Azure Rightsize Compute Instances,6.2.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/powerOff/action,false,false
Azure Rightsize Compute Instances,6.2.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/start/action,false,false
Azure Rightsize Compute Instances,6.2.4,Azure Resource Manager,Microsoft.Compute/virtualMachines/delete,false,false
Azure Rightsize Compute Instances,6.2.4,Flexera,billing_center_viewer,true,true
Azure Rightsize Managed Disks,2.6.4,Azure Resource Manager,Microsoft.Compute/disks/read,true,true
