providerName,resourceType,supportsTags,costReport
Microsoft.Marketplace,privateStoreClient,FALSE,FALSE
Microsoft.Marketplace,privateStores,FALSE,FALSE
Microsoft.Marketplace,privateStores/offers,FALSE,FALSE
Microsoft.Marketplace,products,FALSE,FALSE
Microsoft.Marketplace,publishers,FALSE,FALSE
Microsoft.Marketplace,publishers/offers,FALSE,FALSE
Microsoft.Marketplace,publishers/offers/amendments,FALSE,FALSE
Microsoft.Marketplace,register,FALSE,FALSE
Microsoft.MarketplaceApps,classicDevServices,TRUE,TRUE
Microsoft.MarketplaceApps,updateCommunicationPreference,FALSE,FALSE
Microsoft.MarketplaceOrdering,agreements,FALSE,FALSE
Microsoft.MarketplaceOrdering,offertypes,FALSE,FALSE
Microsoft.Media,mediaservices,TRUE,TRUE
Microsoft.Media,mediaservices/accountFilters,FALSE,FALSE
Microsoft.Media,mediaservices/assets,FALSE,FALSE
Microsoft.Media,mediaservices/assets/assetFilters,FALSE,FALSE
Microsoft.Media,mediaservices/contentKeyPolicies,FALSE,FALSE
Microsoft.Media,mediaservices/eventGridFilters,FALSE,FALSE
Microsoft.Media,mediaservices/liveEventOperations,FALSE,FALSE
Microsoft.Media,mediaservices/liveEvents,TRUE,TRUE
Microsoft.Media,mediaservices/liveEvents/liveOutputs,FALSE,FALSE
Microsoft.Media,mediaservices/liveOutputOperations,FALSE,FALSE
Microsoft.Media,mediaservices/mediaGraphs,FALSE,FALSE
Microsoft.Media,mediaservices/privateEndpointConnectionOperations,FALSE,FALSE
Microsoft.Media,mediaservices/privateEndpointConnectionProxies,FALSE,FALSE
Microsoft.Media,mediaservices/privateEndpointConnections,FALSE,FALSE
Microsoft.Media,mediaservices/streamingEndpointOperations,FALSE,FALSE
Microsoft.Media,mediaservices/streamingEndpoints,TRUE,TRUE
Microsoft.Media,mediaservices/streamingLocators,FALSE,FALSE
Microsoft.Media,mediaservices/streamingPolicies,FALSE,FALSE
Microsoft.Media,mediaservices/transforms,FALSE,FALSE
Microsoft.Media,mediaservices/transforms/jobs,FALSE,FALSE
Microsoft.Microservices4Spring,appClusters,TRUE,TRUE
Microsoft.Migrate,assessmentProjects,TRUE,TRUE
Microsoft.Migrate,migrateprojects,TRUE,TRUE
Microsoft.Migrate,moveCollections,TRUE,TRUE
Microsoft.Migrate,projects,TRUE,TRUE
Microsoft.MixedReality,holographicsBroadcastAccounts,TRUE,TRUE
Microsoft.MixedReality,objectUnderstandingAccounts,TRUE,TRUE
Microsoft.MixedReality,remoteRenderingAccounts,TRUE,TRUE
Microsoft.MixedReality,spatialAnchorsAccounts,TRUE,TRUE
Microsoft.NetApp,netAppAccounts,TRUE,FALSE
Microsoft.NetApp,netAppAccounts/accountBackups,FALSE,FALSE
Microsoft.NetApp,netAppAccounts/capacityPools,TRUE,FALSE
Microsoft.NetApp,netAppAccounts/capacityPools/volumes,TRUE,FALSE
Microsoft.NetApp,netAppAccounts/capacityPools/volumes/snapshots,FALSE,FALSE
Microsoft.Network,applicationGateways,TRUE,TRUE
Microsoft.Network,applicationGatewayWebApplicationFirewallPolicies,TRUE,TRUE
Microsoft.Network,applicationSecurityGroups,TRUE,TRUE
Microsoft.Network,azureFirewallFqdnTags,FALSE,FALSE
Microsoft.Network,azureFirewalls,TRUE,FALSE
Microsoft.Network,bastionHosts,TRUE,FALSE
Microsoft.Network,bgpServiceCommunities,FALSE,FALSE
Microsoft.Network,connections,TRUE,TRUE
Microsoft.Network,ddosCustomPolicies,TRUE,TRUE
Microsoft.Network,ddosProtectionPlans,TRUE,TRUE
Microsoft.Network,dnsOperationStatuses,FALSE,FALSE
Microsoft.Network,dnszones,TRUE,TRUE
Microsoft.Network,dnszones/A,FALSE,FALSE
Microsoft.Network,dnszones/AAAA,FALSE,FALSE
Microsoft.Network,dnszones/all,FALSE,FALSE
Microsoft.Network,dnszones/CAA,FALSE,FALSE
Microsoft.Network,dnszones/CNAME,FALSE,FALSE
Microsoft.Network,dnszones/MX,FALSE,FALSE
Microsoft.Network,dnszones/NS,FALSE,FALSE
Microsoft.Network,dnszones/PTR,FALSE,FALSE
Microsoft.Network,dnszones/recordsets,FALSE,FALSE
Microsoft.Network,dnszones/SOA,FALSE,FALSE
Microsoft.Network,dnszones/SRV,FALSE,FALSE
Microsoft.Network,dnszones/TXT,FALSE,FALSE
Microsoft.Network,expressRouteCircuits,TRUE,TRUE
Microsoft.Network,expressRouteCrossConnections,TRUE,TRUE
Microsoft.Network,expressRouteGateways,TRUE,TRUE
Microsoft.Network,expressRoutePorts,TRUE,TRUE
Microsoft.Network,expressRouteServiceProviders,FALSE,FALSE
Microsoft.Network,firewallPolicies,TRUE,TRUE
Microsoft.Network,frontdoors,TRUE,TRUE
Microsoft.Network,frontdoorWebApplicationFirewallManagedRuleSets,TRUE,FALSE
Microsoft.Network,frontdoorWebApplicationFirewallPolicies,TRUE,TRUE
Microsoft.Network,getDnsResourceReference,FALSE,FALSE
Microsoft.Network,internalNotify,FALSE,FALSE
Microsoft.Network,ipGroups,TRUE,TRUE
Microsoft.Network,loadBalancers,TRUE,TRUE
Microsoft.Network,localNetworkGateways,TRUE,TRUE
Microsoft.Network,natGateways,TRUE,TRUE
Microsoft.Network,networkIntentPolicies,TRUE,TRUE
Microsoft.Network,networkInterfaces,TRUE,TRUE
Microsoft.Network,networkProfiles,TRUE,TRUE
Microsoft.Network,networkSecurityGroups,TRUE,TRUE
Microsoft.Network,networkWatchers,TRUE,TRUE
Microsoft.Network,networkWatchers/connectionMonitors,TRUE,FALSE
Microsoft.Network,networkWatchers/flowLogs,FALSE,FALSE
Microsoft.Network,networkWatchers/lenses,TRUE,FALSE
Microsoft.Network,networkWatchers/pingMeshes,TRUE,FALSE
Microsoft.Network,p2sVpnGateways,TRUE,TRUE
Microsoft.Network,privateDnsOperationStatuses,FALSE,FALSE
Microsoft.Network,privateDnsZones,TRUE,TRUE
Microsoft.Network,privateDnsZones/A,FALSE,FALSE
Microsoft.Network,privateDnsZones/AAAA,FALSE,FALSE
Microsoft.Network,privateDnsZones/all,FALSE,FALSE
Microsoft.Network,privateDnsZones/CNAME,FALSE,FALSE
Microsoft.Network,privateDnsZones/MX,FALSE,FALSE
Microsoft.Network,privateDnsZones/PTR,FALSE,FALSE
Microsoft.Network,privateDnsZones/SOA,FALSE,FALSE
Microsoft.Network,privateDnsZones/SRV,FALSE,FALSE
Microsoft.Network,privateDnsZones/TXT,FALSE,FALSE
Microsoft.Network,privateDnsZones/virtualNetworkLinks,TRUE,TRUE
Microsoft.Network,privateEndpoints,TRUE,TRUE
Microsoft.Network,privateLinkServices,TRUE,TRUE
Microsoft.Network,publicIPAddresses,TRUE,TRUE
Microsoft.Network,publicIPPrefixes,TRUE,TRUE
Microsoft.Network,routeFilters,TRUE,TRUE
Microsoft.Network,routeTables,TRUE,TRUE
Microsoft.Network,serviceEndpointPolicies,TRUE,TRUE
Microsoft.Network,trafficManagerGeographicHierarchies,FALSE,FALSE
Microsoft.Network,trafficmanagerprofiles,TRUE,TRUE
Microsoft.Network,trafficmanagerprofiles/heatMaps,FALSE,FALSE
Microsoft.Network,trafficManagerUserMetricsKeys,FALSE,FALSE
Microsoft.Network,virtualHubs,TRUE,TRUE
Microsoft.Network,virtualNetworkGateways,TRUE,TRUE
Microsoft.Network,virtualNetworks,TRUE,TRUE
Microsoft.Network,virtualNetworks/subnets,FALSE,FALSE
Microsoft.Network,virtualNetworkTaps,TRUE,TRUE
Microsoft.Network,virtualWans,TRUE,FALSE
Microsoft.Network,vpnGateways,TRUE,TRUE
Microsoft.Network,vpnSites,TRUE,TRUE
Microsoft.Network,webApplicationFirewallPolicies,TRUE,TRUE
Microsoft.Notebooks,NotebookProxies,FALSE,FALSE
Microsoft.NotificationHubs,namespaces,TRUE,FALSE
Microsoft.NotificationHubs,namespaces/notificationHubs,TRUE,FALSE
Microsoft.ObjectStore,osNamespaces,TRUE,TRUE
Microsoft.OffAzure,HyperVSites,TRUE,TRUE
Microsoft.OffAzure,ImportSites,TRUE,TRUE
Microsoft.OffAzure,MasterSites,TRUE,TRUE
Microsoft.OffAzure,ServerSites,TRUE,TRUE
Microsoft.OffAzure,VMwareSites,TRUE,TRUE
Microsoft.OperationalInsights,clusters,TRUE,TRUE
Microsoft.OperationalInsights,deletedWorkspaces,FALSE,FALSE
Microsoft.OperationalInsights,linkTargets,FALSE,FALSE
Microsoft.OperationalInsights,storageInsightConfigs,FALSE,FALSE
Microsoft.OperationalInsights,workspaces,TRUE,TRUE
Microsoft.OperationalInsights,workspaces/dataExports,FALSE,FALSE
Microsoft.OperationalInsights,workspaces/dataSources,FALSE,FALSE
Microsoft.OperationalInsights,workspaces/linkedServices,FALSE,FALSE
Microsoft.OperationalInsights,workspaces/linkedStorageAccounts,FALSE,FALSE
Microsoft.OperationalInsights,workspaces/metadata,FALSE,FALSE
Microsoft.OperationalInsights,workspaces/query,FALSE,FALSE
Microsoft.OperationalInsights,workspaces/scopedPrivateLinkProxies,FALSE,FALSE
Microsoft.OperationsManagement,managementassociations,FALSE,FALSE
Microsoft.OperationsManagement,managementconfigurations,TRUE,TRUE
Microsoft.OperationsManagement,solutions,TRUE,TRUE
Microsoft.OperationsManagement,views,TRUE,TRUE
Microsoft.Peering,legacyPeerings,FALSE,FALSE
Microsoft.Peering,peerAsns,FALSE,FALSE
Microsoft.Peering,peerings,TRUE,TRUE
Microsoft.Peering,peeringServiceCountries,FALSE,FALSE
Microsoft.Peering,peeringServiceProviders,FALSE,FALSE
Microsoft.Peering,peeringServices,TRUE,TRUE
Microsoft.PolicyInsights,attestations,FALSE,FALSE
Microsoft.PolicyInsights,policyEvents,FALSE,FALSE
Microsoft.PolicyInsights,policyMetadata,FALSE,FALSE
Microsoft.PolicyInsights,policyStates,FALSE,FALSE
Microsoft.PolicyInsights,policyTrackedResources,FALSE,FALSE
Microsoft.PolicyInsights,remediations,FALSE,FALSE
Microsoft.Portal,consoles,FALSE,FALSE
Microsoft.Portal,dashboards,TRUE,TRUE
Microsoft.Portal,userSettings,FALSE,FALSE
Microsoft.PowerBI,privateLinkServicesForPowerBI,TRUE,TRUE
Microsoft.PowerBI,tenants,TRUE,TRUE
Microsoft.PowerBI,tenants/workspaces,FALSE,FALSE
Microsoft.PowerBI,workspaceCollections,TRUE,TRUE
Microsoft.PowerBIDedicated,capacities,TRUE,TRUE
Microsoft.ProjectBabylon,accounts,TRUE,TRUE
Microsoft.ProjectBabylon,deletedAccounts,FALSE,FALSE
Microsoft.ProviderHub,providerRegistrations,FALSE,FALSE
Microsoft.ProviderHub,providerRegistrations/defaultRollouts,FALSE,FALSE
Microsoft.ProviderHub,providerRegistrations/resourceTypeRegistrations,FALSE,FALSE
Microsoft.ProviderHub,rollouts,TRUE,TRUE
Microsoft.Quantum,Workspaces,TRUE,TRUE
Microsoft.RecoveryServices,backupProtectedItems,FALSE,FALSE
Microsoft.RecoveryServices,vaults,TRUE,TRUE
Microsoft.RedHatOpenShift,OpenShiftClusters,TRUE,TRUE
Microsoft.Relay,namespaces,TRUE,TRUE
Microsoft.Relay,namespaces/authorizationrules,FALSE,FALSE
Microsoft.Relay,namespaces/hybridconnections,FALSE,FALSE
Microsoft.Relay,namespaces/hybridconnections/authorizationrules,FALSE,FALSE
Microsoft.Relay,namespaces/privateEndpointConnections,FALSE,FALSE
Microsoft.Relay,namespaces/wcfrelays,FALSE,FALSE
Microsoft.Relay,namespaces/wcfrelays/authorizationrules,FALSE,FALSE
Microsoft.ResourceGraph,queries,TRUE,TRUE
Microsoft.ResourceGraph,resourceChangeDetails,FALSE,FALSE
Microsoft.ResourceGraph,resourceChanges,FALSE,FALSE
Microsoft.ResourceGraph,resources,FALSE,FALSE
Microsoft.ResourceGraph,resourcesHistory,FALSE,FALSE
Microsoft.ResourceGraph,subscriptionsStatus,FALSE,FALSE
Microsoft.ResourceHealth,availabilityStatuses,FALSE,FALSE
Microsoft.ResourceHealth,childAvailabilityStatuses,FALSE,FALSE
Microsoft.ResourceHealth,childResources,FALSE,FALSE
Microsoft.ResourceHealth,emergingissues,FALSE,FALSE
Microsoft.ResourceHealth,events,FALSE,FALSE
Microsoft.ResourceHealth,impactedResources,FALSE,FALSE
Microsoft.ResourceHealth,metadata,FALSE,FALSE
Microsoft.ResourceHealth,notifications,FALSE,FALSE
Microsoft.Resources,calculateTemplateHash,FALSE,FALSE
Microsoft.Resources,deployments,TRUE,FALSE
Microsoft.Resources,deployments/operations,FALSE,FALSE
Microsoft.Resources,deploymentScripts,TRUE,TRUE
Microsoft.Resources,deploymentScripts/logs,FALSE,FALSE
Microsoft.Resources,links,FALSE,FALSE
Microsoft.Resources,notifyResourceJobs,FALSE,FALSE
Microsoft.Resources,providers,FALSE,FALSE
Microsoft.Resources,resourceGroups,TRUE,FALSE
Microsoft.Resources,subscriptions,TRUE,FALSE
Microsoft.Resources,templateSpecs,TRUE,TRUE
Microsoft.Resources,templateSpecs/versions,TRUE,TRUE
Microsoft.Resources,tenants,FALSE,FALSE
Microsoft.SaaS,applications,TRUE,TRUE
Microsoft.SaaS,saasresources,FALSE,FALSE
Microsoft.ScVmm,clouds,TRUE,TRUE
Microsoft.ScVmm,VirtualMachines,TRUE,TRUE
Microsoft.ScVmm,VirtualMachineTemplates,TRUE,TRUE
Microsoft.ScVmm,VirtualNetworks,TRUE,TRUE
Microsoft.ScVmm,vmmservers,TRUE,TRUE
Microsoft.Search,resourceHealthMetadata,FALSE,FALSE
Microsoft.Search,searchServices,TRUE,TRUE
Microsoft.Security,adaptiveNetworkHardenings,FALSE,FALSE
Microsoft.Security,advancedThreatProtectionSettings,FALSE,FALSE
Microsoft.Security,alerts,FALSE,FALSE
Microsoft.Security,alertsSuppressionRules,FALSE,FALSE
Microsoft.Security,allowedConnections,FALSE,FALSE
Microsoft.Security,applicationWhitelistings,FALSE,FALSE
Microsoft.Security,assessmentMetadata,FALSE,FALSE
Microsoft.Security,assessments,FALSE,FALSE
Microsoft.Security,autoDismissAlertsRules,FALSE,FALSE
Microsoft.Security,automations,TRUE,TRUE
Microsoft.Security,AutoProvisioningSettings,FALSE,FALSE
Microsoft.Security,Compliances,FALSE,FALSE
Microsoft.Security,connectors,FALSE,FALSE
Microsoft.Security,dataCollectionAgents,FALSE,FALSE
Microsoft.Security,deviceSecurityGroups,FALSE,FALSE
Microsoft.Security,discoveredSecuritySolutions,FALSE,FALSE
Microsoft.Security,externalSecuritySolutions,FALSE,FALSE
Microsoft.Security,InformationProtectionPolicies,FALSE,FALSE
Microsoft.Security,iotDefenderSettings,FALSE,FALSE
Microsoft.Security,iotSecuritySolutions,TRUE,TRUE
Microsoft.Security,iotSecuritySolutions/analyticsModels,FALSE,FALSE
Microsoft.Security,iotSecuritySolutions/analyticsModels/aggregatedAlerts,FALSE,FALSE
Microsoft.Security,iotSecuritySolutions/analyticsModels/aggregatedRecommendations,FALSE,FALSE
Microsoft.Security,iotSecuritySolutions/iotAlerts,FALSE,FALSE
Microsoft.Security,iotSecuritySolutions/iotAlertTypes,FALSE,FALSE
Microsoft.Security,iotSecuritySolutions/iotRecommendations,FALSE,FALSE
Microsoft.Security,iotSecuritySolutions/iotRecommendationTypes,FALSE,FALSE
Microsoft.Security,iotSensors,FALSE,FALSE
Microsoft.Security,jitNetworkAccessPolicies,FALSE,FALSE
Microsoft.Security,jitPolicies,FALSE,FALSE
Microsoft.Security,policies,FALSE,FALSE
Microsoft.Security,pricings,FALSE,FALSE
Microsoft.Security,regulatoryComplianceStandards,FALSE,FALSE
Microsoft.Security,regulatoryComplianceStandards/regulatoryComplianceControls,FALSE,FALSE
Microsoft.Security,regulatoryComplianceStandards/regulatoryComplianceControls/regulatoryComplianceAssessments,FALSE,FALSE
Microsoft.Security,secureScoreControlDefinitions,FALSE,FALSE
Microsoft.Security,secureScoreControls,FALSE,FALSE
Microsoft.Security,secureScores,FALSE,FALSE
Microsoft.Security,secureScores/secureScoreControls,FALSE,FALSE
Microsoft.Security,securityContacts,FALSE,FALSE
Microsoft.Security,securitySolutions,FALSE,FALSE
Microsoft.Security,securitySolutionsReferenceData,FALSE,FALSE
Microsoft.Security,securityStatuses,FALSE,FALSE
Microsoft.Security,securityStatusesSummaries,FALSE,FALSE
Microsoft.Security,serverVulnerabilityAssessments,FALSE,FALSE
Microsoft.Security,settings,FALSE,FALSE
Microsoft.Security,sqlVulnerabilityAssessments,FALSE,FALSE
Microsoft.Security,subAssessments,FALSE,FALSE
Microsoft.Security,tasks,FALSE,FALSE
Microsoft.Security,topologies,FALSE,FALSE
Microsoft.Security,workspaceSettings,FALSE,FALSE
Microsoft.SecurityGraph,diagnosticSettings,FALSE,FALSE
Microsoft.SecurityGraph,diagnosticSettingsCategories,FALSE,FALSE
Microsoft.SecurityInsights,aggregations,FALSE,FALSE
Microsoft.SecurityInsights,alertRules,FALSE,FALSE
Microsoft.SecurityInsights,alertRuleTemplates,FALSE,FALSE
Microsoft.SecurityInsights,automationRules,FALSE,FALSE
Microsoft.SecurityInsights,bookmarks,FALSE,FALSE
Microsoft.SecurityInsights,cases,FALSE,FALSE
Microsoft.SecurityInsights,dataConnectors,FALSE,FALSE
Microsoft.SecurityInsights,dataConnectorsCheckRequirements,FALSE,FALSE
Microsoft.SecurityInsights,entities,FALSE,FALSE
Microsoft.SecurityInsights,entityQueries,FALSE,FALSE
Microsoft.SecurityInsights,incidents,FALSE,FALSE
Microsoft.SecurityInsights,officeConsents,FALSE,FALSE
Microsoft.SecurityInsights,settings,FALSE,FALSE
Microsoft.SecurityInsights,threatIntelligence,FALSE,FALSE
Microsoft.SecurityInsights,watchlists,FALSE,FALSE
Microsoft.SerialConsole,consoleServices,FALSE,FALSE
Microsoft.ServiceBus,namespaces,TRUE,TRUE
Microsoft.ServiceBus,namespaces/authorizationrules,FALSE,FALSE
Microsoft.ServiceBus,namespaces/disasterrecoveryconfigs,FALSE,FALSE
Microsoft.ServiceBus,namespaces/eventgridfilters,FALSE,FALSE
Microsoft.ServiceBus,namespaces/networkrulesets,FALSE,FALSE
Microsoft.ServiceBus,namespaces/privateEndpointConnections,FALSE,FALSE
Microsoft.ServiceBus,namespaces/queues,FALSE,FALSE
Microsoft.ServiceBus,namespaces/queues/authorizationrules,FALSE,FALSE
Microsoft.ServiceBus,namespaces/topics,FALSE,FALSE
Microsoft.ServiceBus,namespaces/topics/authorizationrules,FALSE,FALSE
Microsoft.ServiceBus,namespaces/topics/subscriptions,FALSE,FALSE
Microsoft.ServiceBus,namespaces/topics/subscriptions/rules,FALSE,FALSE
Microsoft.ServiceBus,premiumMessagingRegions,FALSE,FALSE
Microsoft.ServiceFabric,applications,TRUE,TRUE
Microsoft.ServiceFabric,clusters,TRUE,TRUE
Microsoft.ServiceFabric,clusters/applications,FALSE,FALSE
Microsoft.ServiceFabric,containerGroups,TRUE,TRUE
Microsoft.ServiceFabric,containerGroupSets,TRUE,TRUE
Microsoft.ServiceFabric,edgeclusters,TRUE,TRUE
Microsoft.ServiceFabric,edgeclusters/applications,FALSE,FALSE
Microsoft.ServiceFabric,managedclusters,TRUE,TRUE
Microsoft.ServiceFabric,managedclusters/nodetypes,FALSE,FALSE
Microsoft.ServiceFabric,networks,TRUE,TRUE
Microsoft.ServiceFabric,secretstores,TRUE,TRUE
Microsoft.ServiceFabric,secretstores/certificates,FALSE,FALSE
Microsoft.ServiceFabric,secretstores/secrets,FALSE,FALSE
Microsoft.ServiceFabric,volumes,TRUE,TRUE
Microsoft.ServiceFabricMesh,applications,TRUE,TRUE
Microsoft.ServiceFabricMesh,containerGroups,TRUE,TRUE
Microsoft.ServiceFabricMesh,gateways,TRUE,TRUE
Microsoft.ServiceFabricMesh,networks,TRUE,TRUE
Microsoft.ServiceFabricMesh,secrets,TRUE,TRUE
Microsoft.ServiceFabricMesh,volumes,TRUE,TRUE
Microsoft.Services,providerRegistrations,FALSE,FALSE
Microsoft.Services,providerRegistrations/resourceTypeRegistrations,FALSE,FALSE
Microsoft.Services,rollouts,TRUE,TRUE
Microsoft.SignalRService,SignalR,TRUE,TRUE
Microsoft.SignalRService,SignalR/eventGridFilters,FALSE,FALSE
Microsoft.SoftwarePlan,hybridUseBenefits,FALSE,FALSE
Microsoft.Solutions,applicationDefinitions,TRUE,TRUE
Microsoft.Solutions,applications,TRUE,TRUE
Microsoft.Solutions,jitRequests,TRUE,TRUE
Microsoft.SQL,managedInstances,TRUE,TRUE
Microsoft.SQL,managedInstances/databases,TRUE,TRUE
Microsoft.SQL,managedInstances/databases/backupShortTermRetentionPolicies,FALSE,FALSE
Microsoft.SQL,managedInstances/databases/schemas/tables/columns/sensitivityLabels,FALSE,FALSE
Microsoft.SQL,managedInstances/databases/vulnerabilityAssessments,FALSE,FALSE
Microsoft.SQL,managedInstances/databases/vulnerabilityAssessments/rules/baselines,FALSE,FALSE
Microsoft.SQL,managedInstances/encryptionProtector,FALSE,FALSE
Microsoft.SQL,managedInstances/keys,FALSE,FALSE
Microsoft.SQL,managedInstances/restorableDroppedDatabases/backupShortTermRetentionPolicies,FALSE,FALSE
Microsoft.SQL,managedInstances/vulnerabilityAssessments,FALSE,FALSE
Microsoft.SQL,servers,TRUE,TRUE
Microsoft.SQL,servers/administrators,FALSE,FALSE
Microsoft.SQL,servers/communicationLinks,FALSE,FALSE
Microsoft.SQL,servers/databases,TRUE,TRUE
Microsoft.SQL,servers/encryptionProtector,FALSE,FALSE
Microsoft.SQL,servers/firewallRules,FALSE,FALSE
Microsoft.SQL,servers/keys,FALSE,FALSE
Microsoft.SQL,servers/restorableDroppedDatabases,FALSE,FALSE
Microsoft.SQL,servers/serviceobjectives,FALSE,FALSE
Microsoft.SQL,servers/tdeCertificates,FALSE,FALSE
Microsoft.SQL,virtualClusters,FALSE,FALSE
Microsoft.SqlVirtualMachine,SqlVirtualMachineGroups,TRUE,TRUE
Microsoft.SqlVirtualMachine,SqlVirtualMachineGroups/AvailabilityGroupListeners,FALSE,FALSE
Microsoft.SqlVirtualMachine,SqlVirtualMachines,TRUE,TRUE
Microsoft.Storage,deletedAccounts,FALSE,FALSE
Microsoft.Storage,storageAccounts,TRUE,TRUE
Microsoft.Storage,storageAccounts/blobServices,FALSE,FALSE
Microsoft.Storage,storageAccounts/fileServices,FALSE,FALSE
Microsoft.Storage,storageAccounts/queueServices,FALSE,FALSE
Microsoft.Storage,storageAccounts/services,FALSE,FALSE
Microsoft.Storage,storageAccounts/services/metricDefinitions,FALSE,FALSE
Microsoft.Storage,storageAccounts/tableServices,FALSE,FALSE
Microsoft.Storage,usages,FALSE,FALSE
Microsoft.StorageCache,caches,TRUE,TRUE
Microsoft.StorageCache,caches/storageTargets,FALSE,FALSE
Microsoft.StorageCache,usageModels,FALSE,FALSE
Microsoft.StorageReplication,replicationGroups,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices,TRUE,TRUE
Microsoft.StorageSync,storageSyncServices/registeredServers,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices/syncGroups,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices/syncGroups/cloudEndpoints,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices/syncGroups/serverEndpoints,FALSE,FALSE
Microsoft.StorageSync,storageSyncServices/workflows,FALSE,FALSE
Microsoft.StorageSyncDev,storageSyncServices,TRUE,TRUE
Microsoft.StorageSyncDev,storageSyncServices/registeredServers,FALSE,FALSE
Microsoft.StorageSyncDev,storageSyncServices/syncGroups,FALSE,FALSE
Microsoft.StorageSyncDev,storageSyncServices/syncGroups/cloudEndpoints,FALSE,FALSE
Microsoft.StorageSyncDev,storageSyncServices/syncGroups/serverEndpoints,FALSE,FALSE
Microsoft.StorageSyncDev,storageSyncServices/workflows,FALSE,FALSE
Microsoft.StorageSyncInt,storageSyncServices,TRUE,TRUE
Microsoft.StorageSyncInt,storageSyncServices/registeredServers,FALSE,FALSE
Microsoft.StorageSyncInt,storageSyncServices/syncGroups,FALSE,FALSE
Microsoft.StorageSyncInt,storageSyncServices/syncGroups/cloudEndpoints,FALSE,FALSE
Microsoft.StorageSyncInt,storageSyncServices/syncGroups/serverEndpoints,FALSE,FALSE
Microsoft.StorageSyncInt,storageSyncServices/workflows,FALSE,FALSE
Microsoft.StorSimple,managers,TRUE,TRUE
Microsoft.StreamAnalytics,clusters,TRUE,TRUE
Microsoft.StreamAnalytics,streamingjobs,TRUE,TRUE
Microsoft.Subscription,acceptChangeTenant,FALSE,FALSE
Microsoft.Subscription,aliases,FALSE,FALSE
Microsoft.Subscription,cancel,FALSE,FALSE
Microsoft.Subscription,changeTenantRequest,FALSE,FALSE
Microsoft.Subscription,changeTenantStatus,FALSE,FALSE
Microsoft.Subscription,CreateSubscription,FALSE,FALSE
Microsoft.Subscription,enable,FALSE,FALSE
Microsoft.Subscription,rename,FALSE,FALSE
Microsoft.Subscription,SubscriptionDefinitions,FALSE,FALSE
Microsoft.Subscription,SubscriptionOperations,FALSE,FALSE
Microsoft.Subscription,subscriptions,FALSE,FALSE
Microsoft.Synapse,privateLinkHubs,TRUE,TRUE
Microsoft.Synapse,workspaces,TRUE,TRUE
Microsoft.Synapse,workspaces/bigDataPools,TRUE,TRUE
Microsoft.Synapse,workspaces/operationStatuses,FALSE,FALSE
Microsoft.Synapse,workspaces/sqlDatabases,TRUE,TRUE
Microsoft.Synapse,workspaces/sqlPools,TRUE,TRUE
Microsoft.TimeSeriesInsights,environments,TRUE,FALSE
Microsoft.TimeSeriesInsights,environments/accessPolicies,FALSE,FALSE
Microsoft.TimeSeriesInsights,environments/eventsources,TRUE,FALSE
Microsoft.TimeSeriesInsights,environments/referenceDataSets,TRUE,FALSE
Microsoft.Token,stores,TRUE,TRUE
Microsoft.Token,stores/accessPolicies,FALSE,FALSE
Microsoft.Token,stores/services,FALSE,FALSE
Microsoft.Token,stores/services/tokens,FALSE,FALSE
Microsoft.VirtualMachineImages,imageTemplates,TRUE,TRUE
Microsoft.VirtualMachineImages,imageTemplates/runOutputs,FALSE,FALSE
Microsoft.VMware,ArcZones,TRUE,TRUE
Microsoft.VMware,ResourcePools,TRUE,TRUE
Microsoft.VMware,VCenters,TRUE,TRUE
Microsoft.VMware,VirtualMachines,TRUE,TRUE
Microsoft.VMware,VirtualMachineTemplates,TRUE,TRUE
Microsoft.VMware,VirtualNetworks,TRUE,TRUE
Microsoft.VMwareCloudSimple,dedicatedCloudNodes,TRUE,TRUE
Microsoft.VMwareCloudSimple,dedicatedCloudServices,TRUE,TRUE
Microsoft.VMwareCloudSimple,virtualMachines,TRUE,TRUE
Microsoft.VnfManager,devices,TRUE,TRUE
Microsoft.VnfManager,registeredSubscriptions,FALSE,FALSE
Microsoft.VnfManager,vendors,FALSE,FALSE
Microsoft.VnfManager,vendors/skus,FALSE,FALSE
Microsoft.VnfManager,vendors/vnfs,FALSE,FALSE
Microsoft.VnfManager,virtualNetworkFunctionSkus,FALSE,FALSE
Microsoft.VnfManager,vnfs,TRUE,TRUE
Microsoft.VSOnline,accounts,TRUE,TRUE
Microsoft.VSOnline,plans,TRUE,TRUE
Microsoft.VSOnline,registeredSubscriptions,FALSE,FALSE
Microsoft.Web,apiManagementAccounts,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apiAcls,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/apiAcls,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/connectionAcls,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/connections,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/connections/connectionAcls,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/apis/localizedDefinitions,FALSE,FALSE
Microsoft.Web,apiManagementAccounts/connectionAcls,FALSE,FALSE
