policy_name,policy_file,policy_version,datasource_name,api_service,method,endpoint,operation,field,permission
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_azure_sql_capabilities,Azure,GET,https://management.azure.com/subscriptions/{accountID}/providers/Microsoft.Sql/locations/{region}/capabilities?api-version=2023-08-01-preview,List Locations,supportedServerVersions,Microsoft.Sql/locations/capabilities/read
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_azure_db_storage_cost_map,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/azure_db_storage_pricing.json,Get Raw Content,{entire response},
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize SQL Database Storage,cost/azure/rightsize_sql_storage/azure_rightsize_sql_storage.pt,0.3.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,id,
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_azure_sql_servers,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Sql/servers?api-version=2022-02-01-preview,List Servers,id,Microsoft.Sql/servers/read
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_azure_sql_databases,Azure,GET,https://management.azure.com/subscriptions/id/providers/Microsoft.Sql/servers/{id}/databases?api-version=2022-02-01-preview,List Servers,id,Microsoft.Sql/servers/databases/read
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_azure_sql_database_metrics,Azure,GET,https://management.azure.com/providers/microsoft.insights/metrics?api-version=2018-01-01,List Metrics,value,Microsoft.Insights/metrics/read
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_azure_sql_resize_map,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/sql_service_tier_types.json,Get Raw Content,{entire response},
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_sql_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,define_downsize_instance,Azure,PATCH,https://management.azure.com/subscriptions/id/providers/Microsoft.Sql/servers/{id}/databases/{id}?api-version=2017-10-01-preview,Update Servers,{entire response},Microsoft.Sql/servers/databases/write
Azure Rightsize SQL Databases,cost/azure/rightsize_sql_instances/azure_rightsize_sql_instances.pt,6.2.0,define_delete_instance,Azure,DELETE,https://management.azure.com/subscriptions/id/providers/Microsoft.Sql/servers/{id}/databases/{id}?api-version=2017-10-01-preview,Delete Servers,{entire response},Microsoft.Sql/servers/databases/delete
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_currency_conversion,Flexera,GET,https://api.xe-auth.flexeraeng.com/prod/{proxy+}?from=USD&amount=1&to={dynamic},Get Prod,from,
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_azure_sql_instances,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Sql/managedInstances?api-version=2021-11-01,List Managed Instances,id,Microsoft.Sql/managedInstances/read
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_azure_sql_instances_metrics,Azure,GET,https://management.azure.com/providers/microsoft.insights/metrics?api-version=2024-02-01&metricnames=storage_space_used_mb&aggregation=total&interval=PT1M,List Metrics,value,Microsoft.Insights/metrics/read
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_azure_sqlmi_storage_cost_map,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/azure_sqlmi_storage_pricing.json,Get Raw Content,{entire response},
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize SQL Managed Instance Storage,cost/azure/rightsize_managed_sql_storage/azure_rightsize_managed_sql_storage.pt,0.4.0,define_downsize_sqlmi,Azure,PATCH,https://management.azure.com/subscriptions/id/providers/Microsoft.Sql/managedInstances/{id}?api-version=2021-11-01,Update Managed Instances,{entire response},Microsoft.Sql/managedInstances/write
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_azure_sql_instances,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Sql/managedInstances?api-version=2021-11-01,List Managed Instances,id,Microsoft.Sql/managedInstances/read
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_azure_sql_instance_metrics,Azure,GET,"https://management.azure.com/providers/microsoft.insights/metrics?api-version=2018-01-01&metricnames=avg_cpu_percent&aggregation=Average,Minimum,Maximum",List Metrics,value,Microsoft.Insights/metrics/read
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_azure_sql_resize_map,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/sqlmi_tier_types.json,Get Raw Content,{entire response},
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_sql_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,define_downsize_instance,Azure,PATCH,https://management.azure.com/subscriptions/id/providers/Microsoft.Sql/managedInstances/{id}?api-version=2021-02-01-preview,Update Managed Instances,{entire response},Microsoft.Sql/managedInstances/write
Azure Rightsize SQL Managed Instances,cost/azure/rightsize_managed_sql/azure_rightsize_managed_sql.pt,0.5.0,define_delete_instance,Azure,DELETE,https://management.azure.com/subscriptions/id/providers/Microsoft.Sql/managedInstances/{id}?api-version=2021-02-01-preview,Delete Managed Instances,{entire response},Microsoft.Sql/managedInstances/delete
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_synapse_size_map,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/azure/azure_synapse_tier_types.json,Get Raw Content,{entire response},
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_subscriptions,Azure,GET,https://management.azure.com/subscriptions/?api-version=2020-01-01,List Subscriptions,subscriptionId,Microsoft.Resources/subscriptions/read
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_synapse_workspaces,Azure,GET,https://management.azure.com/subscriptions/{id}/providers/Microsoft.Synapse/workspaces?api-version=2021-06-01,List Workspaces,id,Microsoft.Synapse/workspaces/read
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_synapse_sql_pools,Azure,GET,https://management.azure.com/subscriptions/{subscriptionId}/resourceGroups/{resourceGroup}/providers/Microsoft.Synapse/workspaces/{workspaceName}/sqlPools?api-version=2021-06-01,List Workspaces,id,Microsoft.Synapse/workspaces/sqlPools/read
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_synapse_sql_pool_terminate_metrics,Azure,GET,https://management.azure.com/providers/microsoft.insights/metrics?api-version=2023-10-01,List Metrics,{entire response},Microsoft.Insights/metrics/read
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_synapse_sql_pool_pause_metrics,Azure,GET,https://management.azure.com/providers/microsoft.insights/metrics?api-version=2023-10-01,List Metrics,{entire response},Microsoft.Insights/metrics/read
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_synapse_sql_pool_downsize_metrics,Azure,GET,https://management.azure.com/providers/microsoft.insights/metrics?api-version=2023-10-01,List Metrics,{entire response},Microsoft.Insights/metrics/read
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_synapse_sql_pool_percentile_metrics,Azure,GET,https://management.azure.com/providers/microsoft.insights/metrics?api-version=2023-10-01,List Metrics,{entire response},Microsoft.Insights/metrics/read
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_synapse_sql_pool_min_active_metrics,Azure,GET,https://management.azure.com/providers/microsoft.insights/metrics?api-version=2023-10-01,List Metrics,{entire response},Microsoft.Insights/metrics/read
Azure Rightsize Synapse SQL Pools,cost/azure/rightsize_synapse_sql_pools/azure_rightsize_synapse_sql_pools.pt,0.3.0,ds_azure_synapse_sql_pool_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
